Date,FB,TWTR,NFLX,BA,T,MGM,TSLA,sp500
1/16/2015,75.18,37.310001,48.191429,130.779999,33.799999,20.01,193.070007,2019.420044
1/20/2015,76.239998,37.57,49.828571,131.220001,33.950001,19.129999,191.929993,2022.550049
1/21/2015,76.739998,37.830002,58.468571,132.410004,34,19.24,196.570007,2032.119995
1/22/2015,77.650002,39.07,61.205715,135.639999,33.790001,19.889999,201.619995,2063.149902
1/23/2015,77.830002,39.419998,62.494286,134.619995,33.369999,20,201.289993,2051.820068
1/26/2015,77.5,40.099998,63.794285,134.070007,33.18,20.889999,206.550003,2057.090088
1/27/2015,75.779999,38.919998,64.881432,132.479996,32.810001,20.860001,205.979996,2029.550049
1/28/2015,76.239998,37.150002,63.208572,139.639999,32.68,20.32,199.369995,2002.160034
1/29/2015,78,36.68,63.400002,147.779999,32.959999,20.18,205.199997,2021.25
1/30/2015,75.910004,37.529999,63.114285,145.369995,32.919998,19.48,203.600006,1994.98999
2/2/2015,74.989998,37.459999,63.009998,146.259995,33.560001,19.74,210.940002,2020.849976
2/3/2015,75.400002,39.790001,65.274284,147.339996,34.34,20.459999,218.360001,2050.030029
2/4/2015,75.629997,40.720001,64.101425,147.220001,34.41,19.870001,218.550003,2041.51001
2/5/2015,75.610001,41.259998,64.129997,148.600006,34.540001,20.33,220.990005,2062.52002
2/6/2015,74.470001,48.009998,63.48,148,34.869999,19.959999,217.360001,2055.469971
2/9/2015,74.440002,47.32,63.295715,147.580002,34.639999,19.59,217.479996,2046.73999
2/10/2015,75.190002,46.259998,64.849998,148.039993,34.849998,20.74,216.289993,2068.590088
2/11/2015,76.510002,47.5,64.984283,147.919998,34.389999,20.75,212.800003,2068.530029
2/12/2015,76.230003,47.950001,65.247147,148.089996,34.610001,21.24,202.880005,2088.47998
2/13/2015,75.739998,48.5,66.585716,149.729996,34.66,21.459999,203.770004,2096.98999
2/17/2015,75.599998,48.029999,67.137146,149.919998,34.709999,21.870001,204.350006,2100.340088
2/18/2015,76.709999,47.82,67.865715,151.169998,34.490002,22.299999,204.460007,2099.679932
2/19/2015,79.419998,48.700001,67.800003,153.75,34.09,22.440001,211.710007,2097.449951
2/20/2015,79.900002,49.110001,68.314285,158.309998,34.080002,22.629999,217.110001,2110.300049
2/23/2015,78.839996,48.470001,67.405716,154.740005,33.849998,22.549999,207.339996,2109.659912
2/24/2015,78.449997,48.689999,67.839996,154.380005,34.049999,21.879999,204.110001,2115.47998
2/25/2015,79.559998,48.549999,68.332855,153.009995,34.209999,21.969999,203.759995,2113.860107
2/26/2015,80.410004,49.41,69.004288,151.729996,34.5,21.950001,207.190002,2110.73999
2/27/2015,78.970001,48.080002,67.844284,150.850006,34.560001,21.73,203.339996,2104.5
3/2/2015,79.75,48.150002,68.60714,153.800003,34.639999,21.870001,197.330002,2117.389893
3/3/2015,79.599998,47.709999,67.815712,155.570007,34.41,22.02,199.559998,2107.780029
3/4/2015,80.900002,47.57,67.110001,154.350006,34,22.08,202.440002,2098.530029
3/5/2015,81.209999,47.349998,66.807144,154.470001,34,21.93,200.630005,2101.040039
3/6/2015,80.010002,46.75,64.874283,153.119995,33.48,21.620001,193.880005,2071.26001
3/9/2015,79.440002,47.59,63.66143,154.75,33.349998,20.91,190.880005,2079.429932
3/10/2015,77.550003,45.84,62.151428,152.419998,32.779999,20.030001,190.320007,2044.160034
3/11/2015,77.57,46.27,62.884285,151.169998,32.619999,19.59,193.740005,2040.23999
3/12/2015,78.93,47.07,64.045715,152.039993,33.130001,19.719999,191.070007,2065.949951
3/13/2015,78.050003,46.66,62.628571,151.570007,32.759998,19.41,188.679993,2053.399902
3/16/2015,78.07,46.43,60.281429,153.669998,33.060001,19.66,195.699997,2081.189941
3/17/2015,79.360001,46.93,59.78857,154.509995,32.900002,21.74,194.729996,2074.280029
3/18/2015,80.910004,47.200001,60.445713,155.729996,33.59,22.52,200.710007,2099.5
3/19/2015,82.75,47.93,60.744286,154.110001,33.200001,22.85,195.649994,2089.27002
3/20/2015,83.800003,48.439999,61.185715,154.5,33.23,22.620001,198.080002,2108.100098
3/23/2015,84.43,48.459999,60.714287,152.809998,33.279999,22.41,199.630005,2104.419922
3/24/2015,85.309998,51.470001,62.611427,151.649994,33.07,22.08,201.720001,2091.5
3/25/2015,82.919998,49.5,60.25,148.229996,32.619999,21.690001,194.300003,2061.050049
3/26/2015,83.010002,49.919998,59.751427,148.169998,32.82,21.389999,190.410004,2056.149902
3/27/2015,83.300003,50.009998,59.252857,148.850006,32.75,21.299999,185,2061.02002
3/30/2015,83.199997,49.889999,60.367142,152.699997,32.970001,21.27,190.570007,2086.23999
3/31/2015,82.220001,50.080002,59.527142,150.080002,32.650002,21.030001,188.770004,2067.889893
4/1/2015,81.669998,50.470001,59.017143,148.639999,32.889999,20.879999,187.589996,2059.689941
4/2/2015,81.559998,50.419998,59.154285,149.279999,33.130001,21.34,191,2066.959961
4/6/2015,82.440002,50.84,60.330002,150.929993,33.330002,21.34,203.100006,2080.620117
4/7/2015,82.32,52.869999,60.494286,152.320007,33.16,21.110001,203.25,2076.330078
4/8/2015,82.279999,52.299999,63.049999,153.360001,32.650002,21.59,207.669998,2081.899902
4/9/2015,82.169998,52.169998,62.785713,153.419998,32.689999,22.610001,210.089996,2091.179932
4/10/2015,82.040001,51.939999,64.938568,154.380005,32.77,22.549999,210.899994,2102.060059
4/13/2015,83.010002,51.619999,67.811432,153.240005,32.880001,22,209.779999,2092.429932
4/14/2015,83.519997,51.200001,68.387146,153.210007,32.689999,21.76,207.460007,2095.840088
4/15/2015,82.709999,51.299999,67.922859,152.429993,32.889999,22.139999,207.830002,2106.629883
4/16/2015,82.309998,52.029999,80.292854,151.970001,32.75,21.950001,206.699997,2104.98999
4/17/2015,80.779999,50.66,81.650002,149.600006,32.509998,21.43,206.789993,2081.179932
4/20/2015,83.089996,51.400002,81.055717,152.669998,32.830002,21.83,205.270004,2100.399902
4/21/2015,83.620003,51.32,80.062859,153.330002,32.66,21.709999,209.410004,2097.290039
4/22/2015,84.629997,51.73,79.668571,151.190002,32.860001,22.030001,219.440002,2107.959961
4/23/2015,82.410004,51.41,79.865715,149.869995,34.23,22.08,218.600006,2112.929932
4/24/2015,81.529999,50.82,79.771431,148.399994,34.009998,22,218.429993,2117.689941
4/27/2015,81.910004,51.66,80.868568,147.800003,34.09,21.92,231.550003,2108.919922
4/28/2015,80.68,42.27,80.437141,147.509995,34.860001,22.360001,230.479996,2114.76001
4/29/2015,80.470001,38.490002,80.407143,146.149994,34.759998,21.110001,232.449997,2106.850098
4/30/2015,78.769997,38.959999,79.5,143.339996,34.639999,21.15,226.050003,2085.51001
5/1/2015,78.989998,37.84,79.575714,144.669998,34.419998,21.4,226.029999,2108.290039
5/4/2015,78.809998,37.880001,79.271431,144.020004,34.529999,21.27,230.509995,2114.48999
5/5/2015,77.559998,37.419998,80.792854,142.910004,33.720001,20.139999,232.949997,2089.459961
5/6/2015,78.099998,37.259998,80.077141,141.039993,33.380001,19.58,230.429993,2080.149902
5/7/2015,78.43,37.709999,80.748573,141.490005,33.369999,19.75,236.800003,2088
5/8/2015,78.510002,37.59,82.085716,145.460007,33.689999,19.93,236.610001,2116.100098
5/11/2015,78.010002,37.310001,84.278572,145.889999,33.490002,19.35,239.490005,2105.330078
5/12/2015,77.459999,37.48,83.377144,145.429993,33.66,19.120001,244.740005,2099.120117
5/13/2015,78.440002,37.720001,82.872856,145.619995,33.900002,19.360001,243.179993,2098.47998
5/14/2015,81.370003,37.330002,83.835716,147.960007,34.130001,19.32,244.100006,2121.100098
5/15/2015,80.419998,37.099998,87.60714,146.880005,34.330002,19.469999,248.839996,2122.72998
5/18/2015,80.879997,37.279999,88.267143,146.710007,34.869999,19.68,248.75,2129.199951
5/19/2015,80.629997,37.5,88.068573,147.050003,34.369999,19.709999,247.139999,2127.830078
5/20/2015,80.550003,36.779999,88.790001,146.419998,34.619999,20.07,244.350006,2125.850098
5/21/2015,80.480003,36.68,89.002853,147.350006,35.07,20.200001,245.619995,2130.820068
5/22/2015,80.540001,36.599998,88.83857,144.809998,34.709999,20.51,247.729996,2126.060059
5/26/2015,79.330002,36.509998,87.992859,142.800003,34.669998,19.870001,247.460007,2104.199951
5/27/2015,80.550003,36.41,89.85714,143,34.950001,19.91,247.429993,2123.47998
5/28/2015,80.150002,36.830002,89.507141,142.330002,34.799999,20.190001,251.449997,2120.790039
5/29/2015,79.190002,36.669998,89.151428,140.520004,34.540001,20.049999,250.800003,2107.389893
6/1/2015,80.290001,36.630001,89.002853,141.25,34.349998,19.58,249.449997,2111.72998
6/2/2015,80.440002,36.400002,89.129997,143.25,34.360001,19.77,248.350006,2109.600098
6/3/2015,82.440002,37,88.808571,143.809998,35.029999,19.709999,248.990005,2114.070068
6/4/2015,82.050003,36.709999,89.348572,141.190002,35.27,20.280001,245.919998,2095.840088
6/5/2015,82.139999,37,90.459999,140.729996,34.57,20.280001,249.139999,2092.830078
6/8/2015,80.669998,36.459999,89.604286,140.639999,34.59,19.17,256.290009,2079.280029
6/9/2015,80.669998,35.880001,92.449997,140.100006,34.509998,19.35,256,2080.149902
6/10/2015,82.160004,35.849998,95.871429,141.619995,34.720001,19.530001,250.699997,2105.199951
6/11/2015,81.830002,35.84,95.094284,142.960007,34.880001,19.82,251.410004,2108.860107
6/12/2015,81.529999,35.900002,94.418571,142.800003,34.650002,19.43,250.690002,2094.110107
6/15/2015,80.709999,34.669998,93.431427,142.289993,34.41,19.23,250.380005,2084.429932
6/16/2015,81.059998,34.82,95.272858,142.339996,34.669998,19.09,253.119995,2096.290039
6/17/2015,81.790001,34.689999,94.271431,143.429993,34.799999,19.42,260.410004,2100.439941
6/18/2015,82.910004,34.66,94.742859,145.380005,35.02,19.5,261.890015,2121.23999
6/19/2015,82.510002,35.860001,93.871429,145.130005,34.990002,19.5,262.51001,2109.98999
6/22/2015,84.739998,35.549999,96.414284,145.699997,35.040001,19.09,259.790009,2122.850098
6/23/2015,87.879997,35.369999,97.312859,144.429993,35.91,19.379999,267.670013,2124.199951
6/24/2015,88.860001,35.169998,96.944283,143,35.779999,18.629999,265.170013,2108.580078
6/25/2015,87.980003,35.169998,94.891426,142.449997,36.18,18.639999,268.790009,2102.310059
6/26/2015,88.010002,35.259998,93.08857,142.479996,36.119999,18.379999,267.089996,2101.48999
6/29/2015,85.800003,34.209999,92.23143,138.729996,35.77,17.58,262.019989,2057.639893
6/30/2015,85.769997,36.220001,93.848572,138.720001,35.52,18.25,268.26001,2063.110107
7/1/2015,86.910004,35.400002,93.635712,140.729996,35.57,18.549999,269.149994,2077.419922
7/2/2015,87.290001,35.720001,94.044289,140.210007,35.73,18.549999,280.019989,2076.780029
7/6/2015,87.550003,35.43,94.571426,140.520004,35.610001,18.27,279.720001,2068.76001
7/7/2015,87.220001,35.52,94.091431,143.149994,35.77,19.049999,267.880005,2081.340088
7/8/2015,85.650002,34.759998,93.507141,141.919998,34.790001,17.57,254.960007,2046.680054
7/9/2015,85.879997,34.360001,95.727142,142.800003,34.389999,17.84,257.920013,2051.310059
7/10/2015,87.949997,34.91,97.228569,144.479996,34.650002,18.15,259.149994,2076.620117
7/13/2015,90.099998,35.779999,101.087143,146.619995,34.880001,18.85,262.160004,2099.600098
7/14/2015,89.68,36.720001,100.371429,147.75,35.119999,18.92,265.649994,2108.949951
7/15/2015,89.760002,35.66,98.129997,146.889999,34.73,18.540001,263.140015,2107.399902
7/16/2015,90.849998,36.099998,115.809998,148.490005,35.16,18.690001,266.679993,2124.290039
7/17/2015,94.970001,35.669998,114.769997,146.839996,35.009998,18.450001,274.660004,2126.639893
7/20/2015,97.910004,35.810001,110.550003,146.720001,34.900002,18.459999,282.26001,2128.280029
7/21/2015,98.389999,36.630001,112.510002,145,34.57,18.48,266.769989,2119.209961
7/22/2015,97.040001,36.09,111.5,146.470001,34.27,18.52,267.869995,2114.149902
7/23/2015,95.440002,36.189999,110.099998,146.110001,33.93,18.68,267.200012,2102.149902
7/24/2015,96.949997,35.419998,109.339996,144.059998,34.290001,18.110001,265.410004,2079.649902
7/27/2015,94.169998,34.700001,106.43,141.029999,34.32,17.690001,253.009995,2067.639893
7/28/2015,95.290001,36.540001,106.900002,141.809998,34.330002,18.01,264.820007,2093.25
7/29/2015,96.989998,31.24,107.080002,144.139999,34.689999,18.219999,263.820007,2108.570068
7/30/2015,95.209999,31.469999,111.559998,143.009995,34.799999,19.65,266.790009,2108.629883
7/31/2015,94.010002,31.01,114.309998,144.169998,34.740002,19.620001,266.149994,2103.840088
8/3/2015,94.139999,29.27,112.559998,143.690002,34.66,19.85,259.98999,2098.040039
8/4/2015,94.059998,29.34,121.150002,143.539993,34.580002,21.75,266.279999,2093.320068
8/5/2015,96.440002,28.48,123.709999,144.949997,34.57,22.360001,270.130005,2099.840088
8/6/2015,95.120003,27.540001,126.449997,143.820007,34.240002,21.99,246.130005,2083.560059
8/7/2015,94.300003,27.040001,123.519997,142.419998,34.209999,22.200001,242.509995,2077.570068
8/10/2015,94.150002,29.5,123.029999,145.860001,34.779999,22.6,241.139999,2104.179932
8/11/2015,93.620003,29.620001,122.739998,144.050003,34.650002,22.18,237.369995,2084.070068
8/12/2015,94.190002,29.389999,120.510002,142.429993,34.02,22.07,238.169998,2086.050049
8/13/2015,93.43,28.540001,123.730003,144.809998,33.810001,22.25,242.509995,2083.389893
8/14/2015,94.419998,29.059999,123.389999,145.089996,34.049999,22.48,243.149994,2091.540039
8/17/2015,93.93,29.059999,125.360001,144.440002,34.23,22.639999,254.990005,2102.439941
8/18/2015,95.169998,28.299999,124.050003,144.600006,34.349998,22.48,260.720001,2096.919922
8/19/2015,95.309998,27.610001,122.059998,142.720001,34.360001,22.07,255.25,2079.610107
8/20/2015,90.559998,26,112.489998,137.020004,33.950001,21.280001,242.179993,2035.72998
8/21/2015,86.059998,25.870001,103.959999,131.710007,33.380001,20.59,230.770004,1970.890015
8/24/2015,82.089996,25.17,96.879997,127.190002,32.369999,19.540001,218.869995,1893.209961
8/25/2015,83,24.379999,101.519997,125.489998,31.799999,19.209999,220.029999,1867.609985
8/26/2015,87.190002,25.030001,110.129997,129.339996,32.689999,19.610001,224.839996,1940.51001
8/27/2015,89.730003,26.459999,117.660004,131.869995,33.439999,20.540001,242.990005,1987.660034
8/28/2015,91.010002,26.83,117.629997,133.240005,33.290001,20.84,248.479996,1988.869995
8/31/2015,89.43,27.790001,115.029999,130.679993,33.200001,20.43,249.059998,1972.180054
9/1/2015,87.230003,27.030001,105.790001,127.440002,32.32,19.870001,238.630005,1913.849976
9/2/2015,89.889999,27.82,105.440002,130.630005,32.82,20.26,247.690002,1948.859985
9/3/2015,88.150002,28.299999,101.059998,131.020004,33.040001,20.49,245.570007,1951.130005
9/4/2015,88.260002,28.15,98.790001,129.759995,32.560001,20.48,241.929993,1921.219971
9/8/2015,89.529999,27.18,94.949997,133.820007,33.139999,21.469999,248.169998,1969.410034
9/9/2015,90.440002,27.18,99.18,132.649994,32.779999,21.120001,248.910004,1942.040039
9/10/2015,91.980003,27.709999,99.480003,133.550003,32.75,20.719999,248.479996,1952.290039
9/11/2015,92.050003,27.389999,97.510002,134.669998,32.720001,20.959999,250.240005,1961.050049
9/14/2015,92.309998,26.9,95.690002,134.429993,32.549999,21,253.190002,1953.030029
9/15/2015,92.900002,27.17,99.160004,136.300003,32.860001,20.6,253.570007,1978.089966
9/16/2015,93.449997,27.75,104.080002,137.199997,32.939999,21.190001,262.25,1995.310059
9/17/2015,94.339996,27.41,104.209999,137.449997,32.779999,20.959999,262.070007,1990.199951
9/18/2015,94.400002,27.959999,102.620003,136.089996,32.549999,20.66,260.619995,1958.030029
9/21/2015,95.550003,27.379999,100.300003,136.020004,32.560001,20.4,264.200012,1966.969971
9/22/2015,92.959999,26.83,98.470001,133.990005,32.27,19.629999,260.940002,1942.73999
9/23/2015,93.970001,26.790001,98.07,131.669998,32.200001,19.360001,261.059998,1938.76001
9/24/2015,94.410004,26.6,103.760002,129.75,32.110001,19.549999,263.119995,1932.23999
9/25/2015,92.769997,25.290001,102.239998,131.009995,32.330002,19.76,256.910004,1931.339966
9/28/2015,89.209999,25.26,99.470001,128.130005,31.9,18.59,248.429993,1881.77002
9/29/2015,86.669998,25.59,98.349998,128.75,32.07,17.76,246.649994,1884.089966
9/30/2015,89.900002,26.940001,103.260002,130.949997,32.580002,18.450001,248.399994,1920.030029
10/1/2015,90.949997,24.68,105.980003,130.610001,32.529999,18.67,239.880005,1923.819946
10/2/2015,92.07,26.309999,106.110001,132.559998,32.639999,19.790001,247.570007,1951.359985
10/5/2015,94.010002,28.15,111.25,134.020004,33.43,20.299999,246.149994,1987.050049
10/6/2015,92.800003,27.620001,108.330002,134.630005,33.310001,20.440001,241.460007,1979.920044
10/7/2015,92.400002,29.83,108.099998,137.020004,33.119999,20.719999,231.960007,1995.829956
10/8/2015,92.470001,30.32,114.93,139.039993,33.400002,21.139999,226.720001,2013.430054
10/9/2015,93.239998,30.85,113.330002,139.699997,33.139999,21.23,220.690002,2014.890015
10/12/2015,94.260002,28.75,113.449997,140.679993,33.299999,21.08,215.580002,2017.459961
10/13/2015,94.120003,29.059999,109.730003,140.289993,33.220001,21.129999,219.25,2003.689941
10/14/2015,94.07,29.379999,110.230003,134.220001,33.27,21.219999,216.880005,1994.23999
10/15/2015,95.959999,29.709999,101.089996,137.389999,33.490002,21.629999,221.309998,2023.859985
10/16/2015,97.540001,31.15,98.989998,137.600006,33.830002,21.549999,227.009995,2033.109985
10/19/2015,98.470001,30.91,101.690002,138.419998,33.630001,21,228.100006,2033.660034
10/20/2015,97,30.91,98.989998,138.880005,33.75,20.969999,213.029999,2030.77002
10/21/2015,97.110001,29.299999,97.959999,141.190002,33.599998,20.26,210.089996,2018.939941
10/22/2015,99.669998,29.15,97.32,146.309998,33.959999,20.469999,211.720001,2052.51001
10/23/2015,102.190002,30.280001,100.040001,146.699997,33.740002,21.290001,209.089996,2075.149902
10/26/2015,103.769997,30.889999,103.040001,146.699997,33.66,21.700001,215.259995,2071.179932
10/27/2015,103.699997,31.34,103.07,148.460007,33.209999,20.940001,210.350006,2065.889893
10/28/2015,104.199997,30.870001,105.800003,147.880005,33.419998,21.76,212.960007,2090.350098
10/29/2015,104.879997,29.059999,105.120003,147.179993,33.549999,22.799999,211.630005,2089.409912
10/30/2015,101.970001,28.459999,108.379997,148.070007,33.509998,23.190001,206.929993,2079.360107
11/2/2015,103.309998,29.200001,107.639999,148.399994,33.610001,23.780001,213.789993,2104.050049
11/3/2015,102.580002,29.129999,109.739998,148.089996,33.630001,24.139999,208.350006,2109.790039
11/4/2015,103.940002,29.360001,114.050003,148.190002,33.48,24.030001,231.630005,2102.310059
11/5/2015,108.760002,28.66,113.5,147.970001,33.34,23.91,231.770004,2099.929932
11/6/2015,107.099998,28.280001,114.059998,147.940002,33.16,23.84,232.360001,2099.199951
11/9/2015,106.489998,27.09,109.860001,145.979996,32.84,23.32,225.330002,2078.580078
11/10/2015,107.910004,27.049999,112.699997,145.149994,32.790001,23.43,216.5,2081.719971
11/11/2015,109.010002,26.5,112.860001,144.990005,32.919998,23.299999,219.080002,2075
11/12/2015,108.019997,26.129999,108.919998,142.539993,32.689999,22.799999,212.940002,2045.969971
11/13/2015,103.949997,25.18,103.650002,142.589996,32.310001,22.51,207.190002,2023.040039
11/16/2015,104.040001,25.41,111.349998,144.419998,33.040001,22.629999,214.309998,2053.189941
11/17/2015,105.129997,25.23,117.099998,146.080002,33.259998,22.25,214,2050.439941
11/18/2015,107.769997,25.9,120.629997,148.279999,33.540001,22.719999,221.070007,2083.580078
11/19/2015,106.260002,26.32,120.220001,149.240005,33.619999,22.530001,221.800003,2081.23999
11/20/2015,107.32,26.27,123.839996,149.399994,33.66,22.459999,220.009995,2089.169922
11/23/2015,106.949997,25.200001,125.029999,148.339996,33.459999,22.67,217.75,2086.590088
11/24/2015,105.739998,25.52,123.309998,148.649994,33.389999,22.959999,218.25,2089.139893
11/25/2015,105.410004,26.059999,124.160004,147.429993,33.450001,22.92,229.639999,2088.870117
11/27/2015,105.449997,25.75,125.440002,146.949997,33.57,22.77,231.610001,2090.110107
11/30/2015,104.239998,25.4,123.330002,145.449997,33.669998,22.74,230.259995,2080.409912
12/1/2015,107.120003,25.530001,125.370003,147.740005,33.77,23.280001,237.190002,2102.629883
12/2/2015,106.07,25.4,128.929993,146.960007,33.560001,23.43,231.990005,2079.51001
12/3/2015,104.379997,25.9,126.809998,145.559998,33.099998,22.389999,232.710007,2049.620117
12/4/2015,106.18,25.02,130.929993,148.5,34.110001,22.629999,230.380005,2091.689941
12/7/2015,105.610001,24.459999,125.360001,148.449997,34.27,22.32,231.130005,2077.070068
12/8/2015,106.489998,24.99,126.980003,144.990005,33.849998,21.91,226.720001,2063.590088
12/9/2015,104.599998,24.309999,124.199997,144.240005,33.57,22.059999,224.520004,2047.619995
12/10/2015,105.419998,25.91,122.910004,146.410004,33.669998,22.059999,227.070007,2052.22998
12/11/2015,102.120003,24.84,118.910004,144.619995,33.169998,21.049999,217.020004,2012.369995
12/14/2015,104.660004,24.92,120.669998,143,33.599998,20.809999,218.580002,2021.939941
12/15/2015,104.550003,23.950001,118.599998,146.529999,33.810001,21.15,221.089996,2043.410034
12/16/2015,106.790001,24.299999,122.639999,148.110001,34.400002,22.08,234.509995,2073.070068
12/17/2015,106.220001,23.309999,122.510002,145.559998,34.029999,21.450001,233.389999,2041.890015
12/18/2015,104.040001,22.99,118.019997,139.580002,33.599998,21.17,230.460007,2005.550049
12/21/2015,104.769997,22.139999,116.629997,140.899994,34.09,21.620001,232.559998,2021.150024
12/22/2015,105.510002,22.559999,116.239998,142.380005,34.41,21.74,229.949997,2038.969971
12/23/2015,104.629997,22.67,118.160004,144.059998,34.779999,22.5,229.699997,2064.290039
12/24/2015,105.019997,22.969999,117.330002,143.529999,34.66,22.51,230.570007,2060.98999
12/28/2015,105.93,22.530001,117.110001,144.539993,34.759998,22.629999,228.949997,2056.5
12/29/2015,107.260002,22.469999,119.120003,147.350006,34.93,22.940001,237.190002,2078.360107
12/30/2015,106.220001,22.23,116.709999,146.410004,34.740002,22.52,238.089996,2063.360107
12/31/2015,104.660004,23.139999,114.379997,144.589996,34.41,22.719999,240.009995,2043.939941
1/4/2016,102.220001,22.559999,109.959999,140.5,34.349998,22.25,223.410004,2012.660034
1/5/2016,102.730003,21.92,107.660004,141.070007,34.59,22.75,223.429993,2016.709961
1/6/2016,102.970001,21.389999,117.68,138.830002,34.060001,22.389999,219.039993,1990.26001
1/7/2016,97.919998,20.26,114.559998,133.009995,33.509998,20.620001,215.649994,1943.089966
1/8/2016,97.330002,19.98,111.389999,129.990005,33.540001,20.49,211,1922.030029
1/11/2016,97.510002,19.65,114.970001,130.210007,33.950001,20.83,207.850006,1923.670044
1/12/2016,99.370003,19.620001,116.580002,131.919998,33.900002,21.129999,209.970001,1938.680054
1/13/2016,95.440002,18.68,106.559998,128.119995,33.740002,20.02,200.309998,1890.280029
1/14/2016,98.370003,19,107.059998,129.199997,34.299999,20.27,206.179993,1921.839966
1/15/2016,94.970001,17.940001,104.040001,125.629997,33.990002,19.860001,204.990005,1880.329956
1/19/2016,95.260002,16.690001,107.889999,126.059998,34.509998,19.629999,204.720001,1881.329956
1/20/2016,94.349998,17.379999,107.739998,122.139999,33.900002,19.110001,198.699997,1859.329956
1/21/2016,94.160004,17.83,102.349998,123.400002,34.540001,19.02,199.970001,1868.98999
1/22/2016,97.940002,17.84,100.720001,124.610001,35.139999,19.34,202.550003,1906.900024
1/25/2016,97.010002,17.02,99.120003,124.010002,35,18.889999,196.380005,1877.079956
1/26/2016,97.339996,17.01,97.830002,128.009995,35.400002,19.110001,193.559998,1903.630005
1/27/2016,94.449997,16.780001,91.150002,116.580002,35.48,19.469999,188.070007,1882.949951
1/28/2016,109.110001,16.49,94.410004,118.010002,35.529999,19.280001,189.699997,1893.359985
1/29/2016,112.209999,16.799999,91.839996,120.129997,36.060001,20.08,191.199997,1940.23999
2/1/2016,115.089996,17.91,94.089996,121.559998,36.18,20.049999,196.940002,1939.380005
2/2/2016,114.610001,16.08,91.489998,117.519997,36.060001,19.09,182.779999,1903.030029
2/3/2016,112.690002,16.559999,90.739998,121.870003,36.720001,18.549999,173.479996,1912.530029
2/4/2016,110.489998,16.91,89.709999,123.610001,36.529999,18.77,175.330002,1915.449951
2/5/2016,104.07,15.72,82.790001,122.559998,36.880001,17.879999,162.600006,1880.050049
2/8/2016,99.75,14.9,83.32,119.470001,37.110001,16.870001,147.990005,1853.439941
2/9/2016,99.540001,14.4,86.129997,118.879997,36.650002,16.559999,148.25,1852.209961
2/10/2016,101,14.98,88.449997,116.360001,36.43,17.17,143.669998,1851.859985
2/11/2016,101.910004,14.31,86.349998,108.440002,36.209999,16.93,150.470001,1829.079956
2/12/2016,102.010002,15.88,87.400002,108.629997,36.470001,18.110001,151.039993,1864.780029
2/16/2016,101.610001,16.360001,89.050003,112.599998,36.650002,19.15,155.169998,1895.579956
2/17/2016,105.199997,17.459999,94.760002,116.339996,36.639999,20.07,168.679993,1926.819946
2/18/2016,103.470001,18.43,90.489998,117.57,36.990002,18.4,166.770004,1917.829956
2/19/2016,104.57,18.309999,89.230003,115.160004,36.57,18.059999,166.580002,1917.780029
2/22/2016,107.160004,18.299999,91.93,117.389999,36.860001,18.76,177.740005,1945.5
2/23/2016,105.459999,18.299999,89.120003,116.900002,36.740002,18.219999,177.210007,1921.27002
2/24/2016,106.879997,18,91.610001,115.589996,37.099998,18.25,179,1929.800049
2/25/2016,108.07,17.59,94.529999,116.82,37.369999,18.34,187.429993,1951.699951
2/26/2016,107.919998,17.940001,94.790001,118.160004,37.130001,18.870001,190.339996,1948.050049
2/29/2016,106.919998,18.120001,93.410004,118.18,36.950001,18.93,191.929993,1932.22998
3/1/2016,109.82,17.85,98.300003,119.959999,37.389999,19.93,186.350006,1978.349976
3/2/2016,109.949997,18.540001,97.610001,119.650002,37.689999,20.27,188.339996,1986.449951
3/3/2016,109.580002,19.309999,97.93,119.610001,37.990002,20.33,195.740005,1993.400024
3/4/2016,108.389999,19.360001,101.580002,121.07,37.93,19.809999,201.039993,1999.98999
3/7/2016,105.730003,19.17,95.489998,122.900002,38.130001,19.82,205.289993,2001.76001
3/8/2016,105.93,18.33,96.230003,122.349998,38.09,19.33,202.600006,1979.26001
3/9/2016,107.510002,17.66,98,122.860001,37.98,20.049999,208.720001,1989.26001
3/10/2016,107.32,16.610001,97.360001,122.940002,38.310001,20.34,205.179993,1989.569946
3/11/2016,109.410004,16.809999,97.660004,124.629997,38.360001,20.809999,207.5,2022.189941
3/14/2016,109.889999,17.120001,98.129997,126.339996,38.32,20.940001,215.149994,2019.640015
3/15/2016,110.669998,16.190001,97.860001,126.360001,38.52,20.67,218.339996,2015.930054
3/16/2016,112.18,16.700001,99.349998,127.57,38.77,21.200001,221.929993,2027.219971
3/17/2016,111.019997,16.85,99.720001,130.699997,39.119999,20.950001,226.380005,2040.589966
3/18/2016,111.449997,16.85,101.120003,133.960007,38.560001,21.42,232.740005,2049.580078
3/21/2016,111.849998,16.889999,101.059998,135.860001,38.919998,20.969999,238.320007,2051.600098
3/22/2016,112.25,16.860001,99.839996,135.119995,38.630001,21.24,234.240005,2049.800049
3/23/2016,112.540001,16.01,99.589996,132.860001,38.540001,20.76,222.580002,2036.709961
3/24/2016,113.050003,15.91,98.360001,132.119995,38.880001,20.52,227.75,2035.939941
3/28/2016,113.690002,15.6,101.209999,131.289993,39.07,20.450001,230.259995,2037.050049
3/29/2016,116.139999,15.97,104.129997,130.880005,39.450001,21.219999,230.130005,2055.01001
